#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:26681441	(2015) Transcriptome profiling of bovine inner cell mass and trophectoderm derived from in vivo generated blastocysts.	6	65	1.24	0.45	0.0246	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000268053,9606.ENSP00000342385,9606.ENSP00000345681,9606.ENSP00000442788	NANOG,POU5F1,CYP11A1,PTGES,GATA2,TET2
PMID:35841206	(2023) Identification of Ferroptosis-related molecular model and immune subtypes of hepatocellular carcinoma for individual therapy.	5	35	1.43	0.46	0.0251	9606.ENSP00000273550,9606.ENSP00000368572,9606.ENSP00000376197,9606.ENSP00000444408,9606.ENSP00000487363	FTH1,SAT1,TFRC,SLC1A5,HAVCR1
PMID:36581367	(2023) Inhibition of Class I Histone Deacetylase Enhances Self-Reprogramming of Spermatogonial Stem Cells into Pluripotent Stem Cells.	4	14	1.73	0.47	0.0251	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145	FGF4,NANOG,POU5F1,TDGF1
PMID:36930647	(2023) Protocol for capturing trophectoderm stem cells reflecting the blastocyst stage.	4	14	1.73	0.47	0.0251	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000368632	FGF4,NANOG,POU5F1,GATA3
PMID:35075227	(2022) Kidney tubule iron loading in experimental focal segmental glomerulosclerosis.	4	14	1.73	0.47	0.0251	9606.ENSP00000216117,9606.ENSP00000376197,9606.ENSP00000487363,9606.ENSP00000496870	HMOX1,TFRC,HAVCR1,LRP2
PMID:35769259	(2022) Telomere Attrition in Induced Pluripotent Stem Cell-Derived Neurons From ALSFTD-Related C9ORF72 Repeat Expansion Carriers.	4	14	1.73	0.47	0.0251	9606.ENSP00000252486,9606.ENSP00000259915,9606.ENSP00000276603,9606.ENSP00000376197	APOE,POU5F1,TERF1,TFRC
PMID:35880490	(2022) Epidermal growth factor induces a trophectoderm lineage transcriptome resembling that of human embryos during reconstruction of blastoids from extended pluripotent stem cells.	5	35	1.43	0.46	0.0251	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000368632,9606.ENSP00000449404	NANOG,POU5F1,GATA2,GATA3,KRT8
PMID:36506514	(2022) Molecular mechanisms of ferroptosis and the potential therapeutic targets of ferroptosis signaling pathways for glioblastoma.	5	35	1.43	0.46	0.0251	9606.ENSP00000075120,9606.ENSP00000216117,9606.ENSP00000273550,9606.ENSP00000376197,9606.ENSP00000444408	SLC2A3,HMOX1,FTH1,TFRC,SLC1A5
PMID:36612000	(2022) The Emerging Role of Tumor Microenvironmental Stimuli in Regulating Metabolic Rewiring of Liver Cancer Stem Cells.	7	105	1.1	0.44	0.0251	9606.ENSP00000075120,9606.ENSP00000216117,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000273550,9606.ENSP00000297258,9606.ENSP00000376197	SLC2A3,HMOX1,NANOG,POU5F1,FTH1,FABP5,TFRC
PMID:33526170	(2021) Iron derived from autophagy-mediated ferritin degradation induces cardiomyocyte death and heart failure in mice.	5	35	1.43	0.46	0.0251	9606.ENSP00000216117,9606.ENSP00000273550,9606.ENSP00000376197,9606.ENSP00000444408,9606.ENSP00000449756	HMOX1,FTH1,TFRC,SLC1A5,SLC38A1
PMID:33974812	(2021) Cell and Tissue Therapy for the Treatment of Chronic Liver Disease.	5	35	1.43	0.46	0.0251	9606.ENSP00000168712,9606.ENSP00000264187,9606.ENSP00000300060,9606.ENSP00000355124,9606.ENSP00000378517	FGF4,NID1,ANPEP,KRT19,SPP1
PMID:34035222	(2021) Exosomal S100A4 derived from highly metastatic hepatocellular carcinoma cells promotes metastasis by activating STAT3.	5	35	1.43	0.46	0.0251	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000355124,9606.ENSP00000378517,9606.ENSP00000498246	NANOG,POU5F1,KRT19,SPP1,ABCG2
PMID:35582007	(2021) Perspectives of nano-carrier drug delivery systems to overcome cancer drug resistance in the clinics.	5	35	1.43	0.46	0.0251	9606.ENSP00000259915,9606.ENSP00000300093,9606.ENSP00000360269,9606.ENSP00000376197,9606.ENSP00000498246	POU5F1,PLK1,TACSTD2,TFRC,ABCG2
PMID:32393315	(2020) SCeQTL: an R package for identifying eQTL from single-cell parallel sequencing data.	4	14	1.73	0.47	0.0251	9606.ENSP00000229307,9606.ENSP00000296145,9606.ENSP00000345681,9606.ENSP00000368632	NANOG,TDGF1,GATA2,GATA3
PMID:32859105	(2020) Multilineage Differentiation Potential of Human Dental Pulp Stem Cells-Impact of 3D and Hypoxic Environment on Osteogenesis In Vitro.	5	35	1.43	0.46	0.0251	9606.ENSP00000229307,9606.ENSP00000252486,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000378517	NANOG,APOE,POU5F1,GATA2,SPP1
PMID:29186571	(2018) Oxygen gradients can determine epigenetic asymmetry and cellular differentiation via differential regulation of Tet activity in embryonic stem cells.	4	14	1.73	0.47	0.0251	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000442788	NANOG,POU5F1,GATA2,TET2
PMID:29017529	(2017) Short review on human umbilical cord lining epithelial cells and their potential clinical applications.	5	35	1.43	0.46	0.0251	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000355124,9606.ENSP00000449404,9606.ENSP00000498246	NANOG,POU5F1,KRT19,KRT8,ABCG2
PMID:25559708	(2015) Adipose tissue derived stem cells: in vitro and in vivo analysis of a standard and three commercially available cell-assisted lipotransfer techniques.	5	35	1.43	0.46	0.0251	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000300060,9606.ENSP00000498246	FGF4,NANOG,POU5F1,ANPEP,ABCG2
PMID:25908972	(2015) Factors controlling nutrient availability to the developing fetus in ruminants.	4	14	1.73	0.47	0.0251	9606.ENSP00000004531,9606.ENSP00000075120,9606.ENSP00000320378,9606.ENSP00000380666	SLC7A2,SLC2A3,SLC7A8,SLC7A7
PMID:24451175	(2014) Re-evaluation of liver stemprogenitor cells.	5	35	1.43	0.46	0.0251	9606.ENSP00000259915,9606.ENSP00000300060,9606.ENSP00000355124,9606.ENSP00000360269,9606.ENSP00000378517	POU5F1,ANPEP,KRT19,TACSTD2,SPP1
PMID:24529478	(2014) Self-organizing properties of mouse pluripotent cells initiate morphogenesis upon implantation.	4	14	1.73	0.47	0.0251	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000367817	FGF4,NANOG,POU5F1,PODXL
PMID:25313563	(2014) Timely inhibition of Notch signaling by DAPT promotes cardiac differentiation of murine pluripotent stem cells.	5	35	1.43	0.46	0.0251	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000345681	FGF4,NANOG,POU5F1,TDGF1,GATA2
PMID:25517638	(2014) TET1 regulates hypoxia-induced epithelial-mesenchymal transition by acting as a co-activator.	5	35	1.43	0.46	0.0251	9606.ENSP00000075120,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000392028,9606.ENSP00000442788	SLC2A3,NANOG,POU5F1,CHD7,TET2
PMID:24060839	(2013) Cellular reprogramming of human peripheral blood cells.	5	35	1.43	0.46	0.0251	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000368632,9606.ENSP00000376197	NANOG,POU5F1,GATA2,GATA3,TFRC
PMID:17498291	(2007) Genome-wide identification of novel expression signatures reveal distinct patterns and prevalence of binding motifs for p53, nuclear factor-kappaB and other signal transcription factors in head and neck squamous cell carcinoma.	7	106	1.09	0.43	0.0260	9606.ENSP00000244537,9606.ENSP00000300093,9606.ENSP00000345681,9606.ENSP00000348838,9606.ENSP00000376197,9606.ENSP00000449404,9606.ENSP00000498246	H4C6,PLK1,GATA2,UBE2C,TFRC,KRT8,ABCG2
PMID:36835562	(2023) Epigenetic Regulation of Driver Genes in Testicular Tumorigenesis.	6	67	1.23	0.44	0.0271	9606.ENSP00000075120,9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000442788	SLC2A3,FGF4,NANOG,POU5F1,TDGF1,TET2
PMID:36928215	(2023) A differentiation roadmap of murine placentation at single-cell resolution.	6	67	1.23	0.44	0.0271	9606.ENSP00000168712,9606.ENSP00000259803,9606.ENSP00000259915,9606.ENSP00000376197,9606.ENSP00000389870,9606.ENSP00000449404	FGF4,GCM1,POU5F1,TFRC,DLX3,KRT8
PMID:37108495	(2023) Identification and Clinical Significance of Pancreatic Cancer Stem Cells and Their Chemotherapeutic Drug Resistance.	5	36	1.42	0.45	0.0271	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000367817,9606.ENSP00000498246	FGF4,NANOG,POU5F1,PODXL,ABCG2
PMID:37203412	(2023) Mechanisms of N6-methyladenosine modification in tumor development and potential therapeutic strategies (Review).	7	107	1.09	0.43	0.0271	9606.ENSP00000216117,9606.ENSP00000229307,9606.ENSP00000252486,9606.ENSP00000259915,9606.ENSP00000307305,9606.ENSP00000368632,9606.ENSP00000444408	HMOX1,NANOG,APOE,POU5F1,DDIT4,GATA3,SLC1A5
PMID:35177618	(2022) Stroke induces disease-specific myeloid cells in the brain parenchyma and pia.	6	67	1.23	0.44	0.0271	9606.ENSP00000252486,9606.ENSP00000273550,9606.ENSP00000276914,9606.ENSP00000297258,9606.ENSP00000368632,9606.ENSP00000378517	APOE,FTH1,PLIN2,FABP5,GATA3,SPP1
PMID:33500560	(2021) PGC7 promotes tumor oncogenic dedifferentiation through remodeling DNA methylation pattern for key developmental transcription factors.	5	36	1.42	0.45	0.0271	9606.ENSP00000229307,9606.ENSP00000300093,9606.ENSP00000355124,9606.ENSP00000360269,9606.ENSP00000442788	NANOG,PLK1,KRT19,TACSTD2,TET2
PMID:33589441	(2021) Single-cell sequencing reveals the potential oncogenic expression atlas of human iPSC-derived cardiomyocytes.	5	36	1.42	0.45	0.0271	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000367817	FGF4,NANOG,POU5F1,TDGF1,PODXL
PMID:34375388	(2021) Temporal changes in soluble angiotensin-converting enzyme 2 associated with metabolic health, body composition, and proteome dynamics during a weight loss diet intervention: a randomized trial with implications for the COVID-19 pandemic.	5	36	1.42	0.45	0.0271	9606.ENSP00000216117,9606.ENSP00000300060,9606.ENSP00000319730,9606.ENSP00000451040,9606.ENSP00000487363	HMOX1,ANPEP,PRSS8,PGF,HAVCR1
PMID:34762910	(2021) An acetylation-enhanced interaction between transcription factor Sox2 and the steroid receptor coactivators facilitates Sox2 transcriptional activity and function.	5	36	1.42	0.45	0.0271	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000244537,9606.ENSP00000252486,9606.ENSP00000259915	FGF4,NANOG,H4C6,APOE,POU5F1
PMID:32302522	(2020) GATA3 Mediates a Fast, Irreversible Commitment to BMP4-Driven Differentiation in Human Embryonic Stem Cells.	5	36	1.42	0.45	0.0271	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000364683,9606.ENSP00000368632	NANOG,POU5F1,GATA2,BAMBI,GATA3
PMID:29679460	(2018) Limbal niche cells are a potent resource of adult mesenchymal progenitors.	6	67	1.23	0.44	0.0271	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000265162,9606.ENSP00000300060,9606.ENSP00000498246	FGF4,NANOG,POU5F1,ENPEP,ANPEP,ABCG2
PMID:28334937	(2017) Dynamically and epigenetically coordinated GATAETSSOX transcription factor expression is indispensable for endothelial cell differentiation.	5	36	1.42	0.45	0.0271	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000355124,9606.ENSP00000357131	NANOG,POU5F1,GATA2,KRT19,ARHGAP18
PMID:23318426	(2014) Induction of cells with cancer stem cell properties from nontumorigenic human mammary epithelial cells by defined reprogramming factors.	5	36	1.42	0.45	0.0271	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000378517,9606.ENSP00000449404,9606.ENSP00000498246	NANOG,POU5F1,SPP1,KRT8,ABCG2
PMID:24527395	(2014) Small-molecule induction promotes corneal epithelial cell differentiation from human induced pluripotent stem cells.	5	36	1.42	0.45	0.0271	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000449404,9606.ENSP00000498246	FGF4,NANOG,POU5F1,KRT8,ABCG2
PMID:23835213	(2013) Mammary gland-derived nestin-positive cell populations can be isolated from human male and female donors.	5	36	1.42	0.45	0.0271	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000311997,9606.ENSP00000355124,9606.ENSP00000449404	NANOG,POU5F1,NEFH,KRT19,KRT8
PMID:19755154	(2010) Genes and signals regulating murine trophoblast cell development.	7	107	1.09	0.43	0.0271	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259803,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000368632,9606.ENSP00000389870	FGF4,NANOG,GCM1,POU5F1,GATA2,GATA3,DLX3
PMID:32183251	(2020) The Cancer Stem Cell in Hepatocellular Carcinoma.	6	68	1.22	0.43	0.0284	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000300060,9606.ENSP00000355124,9606.ENSP00000378517,9606.ENSP00000498246	NANOG,POU5F1,ANPEP,KRT19,SPP1,ABCG2
PMID:32296643	(2020) Cancer Stem Cells and Its Role in Angiogenesis and Vasculogenic Mimicry in Gastrointestinal Cancers.	6	68	1.22	0.43	0.0284	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000376197,9606.ENSP00000449404,9606.ENSP00000451040,9606.ENSP00000498246	NANOG,POU5F1,TFRC,KRT8,PGF,ABCG2
PMID:36561607	(2023) Ferroptosis and renal fibrosis: A new target for the future (Review).	5	37	1.4	0.44	0.0289	9606.ENSP00000216117,9606.ENSP00000273550,9606.ENSP00000376197,9606.ENSP00000449756,9606.ENSP00000487363	HMOX1,FTH1,TFRC,SLC38A1,HAVCR1
PMID:37090515	(2023) The time integral of BMP signaling determines fate in a stem cell model for early human development.	4	15	1.7	0.45	0.0289	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000368632	NANOG,POU5F1,GATA2,GATA3
PMID:35717888	(2022) A graphical journey through iron metabolism, microRNAs, and hypoxia in ferroptosis.	5	37	1.4	0.44	0.0289	9606.ENSP00000216117,9606.ENSP00000273550,9606.ENSP00000276914,9606.ENSP00000376197,9606.ENSP00000444408	HMOX1,FTH1,PLIN2,TFRC,SLC1A5
PMID:36615799	(2022) L-Theanine Regulates the Abundance of Amino Acid Transporters in Mice Duodenum and Jejunum via the mTOR Signaling Pathway.	4	15	1.7	0.45	0.0289	9606.ENSP00000305302,9606.ENSP00000380666,9606.ENSP00000444408,9606.ENSP00000449756	SLC6A19,SLC7A7,SLC1A5,SLC38A1
PMID:36620044	(2022) Gut microbiota contributes to the methionine metabolism in host.	4	15	1.7	0.45	0.0289	9606.ENSP00000305302,9606.ENSP00000320378,9606.ENSP00000380666,9606.ENSP00000444408	SLC6A19,SLC7A8,SLC7A7,SLC1A5
PMID:37226912	(2022) Developmental dynamics of chromatin accessibility during post-implantation development of monkey embryos.	5	37	1.4	0.44	0.0289	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259803,9606.ENSP00000259915,9606.ENSP00000368632	FGF4,NANOG,GCM1,POU5F1,GATA3
PMID:33556426	(2021) SUV39H2 controls trophoblast stem cell fate.	5	37	1.4	0.44	0.0289	9606.ENSP00000168712,9606.ENSP00000259803,9606.ENSP00000259915,9606.ENSP00000268053,9606.ENSP00000436607	FGF4,GCM1,POU5F1,CYP11A1,ADM
PMID:33163710	(2020) Understanding Mesangial Pathobiology in AL-Amyloidosis and Monoclonal Ig Light Chain Deposition Disease.	5	37	1.4	0.44	0.0289	9606.ENSP00000229307,9606.ENSP00000252486,9606.ENSP00000259915,9606.ENSP00000376197,9606.ENSP00000496870	NANOG,APOE,POU5F1,TFRC,LRP2
PMID:30979011	(2019) Identification of Cancer Stem Cell Molecular Markers and Effects of hsa-miR-21-3p on Stemness in Esophageal Squamous Cell Carcinoma.	5	37	1.4	0.44	0.0289	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000276603,9606.ENSP00000376197,9606.ENSP00000498246	NANOG,POU5F1,TERF1,TFRC,ABCG2
PMID:31572158	(2019) A Cribriform Cancer Metastatic to Liver: Case Report and Literature Review.	4	15	1.7	0.45	0.0289	9606.ENSP00000276914,9606.ENSP00000355124,9606.ENSP00000368632,9606.ENSP00000449404	PLIN2,KRT19,GATA3,KRT8
PMID:30092834	(2018) Development and characterization of a polarized human endometrial cell epithelia in an air-liquid interface state.	4	15	1.7	0.45	0.0289	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000300060,9606.ENSP00000355124	NANOG,POU5F1,ANPEP,KRT19
PMID:28413396	(2017) Mammary Analogue Secretory Carcinoma Presenting as a Cervical Lymph Node Metastasis of Unknown Primary Site: A Case Report.	4	15	1.7	0.45	0.0289	9606.ENSP00000276914,9606.ENSP00000355124,9606.ENSP00000368632,9606.ENSP00000449404	PLIN2,KRT19,GATA3,KRT8
PMID:28680655	(2017) A deterministic method for estimating free energy genetic network landscapes with applications to cell commitment and reprogramming paths.	4	15	1.7	0.45	0.0289	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681	FGF4,NANOG,POU5F1,GATA2
PMID:29230251	(2017) Establishment of Novel Limbus-Derived, Highly Proliferative ABCG2(+)ABCB5(+) Limbal Epithelial Stem Cell Cultures.	4	15	1.7	0.45	0.0289	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000355124,9606.ENSP00000498246	NANOG,POU5F1,KRT19,ABCG2
PMID:26708273	(2016) FOXA1 expression affects the proliferation activity of luminal breast cancer stem cell populations.	4	15	1.7	0.45	0.0289	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000368632,9606.ENSP00000449404	NANOG,POU5F1,GATA3,KRT8
PMID:27085736	(2016) Targeting Iron Homeostasis in Acute Kidney Injury.	5	37	1.4	0.44	0.0289	9606.ENSP00000216117,9606.ENSP00000273550,9606.ENSP00000376197,9606.ENSP00000487363,9606.ENSP00000496870	HMOX1,FTH1,TFRC,HAVCR1,LRP2
PMID:27344174	(2016) Inhibition of glucose metabolism prevents glycosylation of the glutamine transporter ASCT2 and promotes compensatory LAT1 upregulation in leukemia cells.	4	15	1.7	0.45	0.0289	9606.ENSP00000305302,9606.ENSP00000320378,9606.ENSP00000444408,9606.ENSP00000449756	SLC6A19,SLC7A8,SLC1A5,SLC38A1
PMID:27413755	(2016) Urinary Biomarkers in the Assessment of Early Diabetic Nephropathy.	5	37	1.4	0.44	0.0289	9606.ENSP00000216117,9606.ENSP00000362817,9606.ENSP00000367817,9606.ENSP00000378517,9606.ENSP00000487363	HMOX1,FABP3,PODXL,SPP1,HAVCR1
PMID:25936917	(2015) Tex10 Coordinates Epigenetic Control of Super-Enhancer Activity in Pluripotency and Reprogramming.	4	15	1.7	0.45	0.0289	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000392028,9606.ENSP00000442788	NANOG,POU5F1,CHD7,TET2
PMID:24592304	(2014) Comparison of the liver function and hepatic specific genes expression in cultured mesenchymal stem cells and hepatocytes.	4	15	1.7	0.45	0.0289	9606.ENSP00000168712,9606.ENSP00000355124,9606.ENSP00000376197,9606.ENSP00000449404	FGF4,KRT19,TFRC,KRT8
PMID:24931489	(2014) An iCRISPR platform for rapid, multiplexable, and inducible genome editing in human pluripotent stem cells.	4	15	1.7	0.45	0.0289	9606.ENSP00000229307,9606.ENSP00000252486,9606.ENSP00000259915,9606.ENSP00000442788	NANOG,APOE,POU5F1,TET2
PMID:23465541	(2013) Genome organization and long-range regulation of gene expression by enhancers.	4	15	1.7	0.45	0.0289	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000326604,9606.ENSP00000392028	NANOG,POU5F1,LMBR1,CHD7
PMID:23705625	(2013) RNA-seq analysis of single bovine blastocysts.	5	37	1.4	0.44	0.0289	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000308122,9606.ENSP00000345681,9606.ENSP00000368632	NANOG,POU5F1,ATP6V0A4,GATA2,GATA3
PMID:22363642	(2012) Chromatin states accurately classify cell differentiation stages.	4	15	1.7	0.45	0.0289	9606.ENSP00000229307,9606.ENSP00000244537,9606.ENSP00000252486,9606.ENSP00000259915	NANOG,H4C6,APOE,POU5F1
PMID:16512855	(2006) Generation of new human embryonic stem cell lines with diploid and triploid karyotypes.	4	15	1.7	0.45	0.0289	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145	FGF4,NANOG,POU5F1,TDGF1
PMID:37962490	(2023) Single-cell transcriptomics stratifies organoid models of metabolic dysfunction-associated steatotic liver disease.	6	69	1.21	0.43	0.0290	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000307305,9606.ENSP00000355124,9606.ENSP00000378517,9606.ENSP00000409544	NANOG,POU5F1,DDIT4,KRT19,SPP1,CLDN4
PMID:34844845	(2022) Understanding and targeting prostate cancer cell heterogeneity and plasticity.	6	69	1.21	0.43	0.0290	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000355124,9606.ENSP00000442788,9606.ENSP00000449404,9606.ENSP00000498246	NANOG,POU5F1,KRT19,TET2,KRT8,ABCG2
PMID:35454885	(2022) Enhancer RNAs (eRNAs) in Cancer: The Jacks of All Trades.	6	69	1.21	0.43	0.0290	9606.ENSP00000229307,9606.ENSP00000244537,9606.ENSP00000259915,9606.ENSP00000307305,9606.ENSP00000345681,9606.ENSP00000442788	NANOG,H4C6,POU5F1,DDIT4,GATA2,TET2
PMID:27996093	(2017) Dlx3 and GCM-1 functionally coordinate the regulation of placental growth factor in human trophoblast-derived cells.	3	3	2.27	0.45	0.0290	9606.ENSP00000259803,9606.ENSP00000389870,9606.ENSP00000451040	GCM1,DLX3,PGF
PMID:26658162	(2016) Gemcitabine and mitomycin induced autophagy regulates cancer stem cell pool in urothelial carcinoma cells.	3	3	2.27	0.45	0.0290	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000498246	NANOG,POU5F1,ABCG2
PMID:27191194	(2016) Functional characterization of the ABCG2 5 non-coding exon variants: Stem cell specificity, translation efficiency and the influence of drug selection.	3	3	2.27	0.45	0.0290	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000498246	NANOG,POU5F1,ABCG2
PMID:22964907	(2013) Isolation of side population cells in B-cell non-Hodgkins lymphomas.	3	3	2.27	0.45	0.0290	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000498246	NANOG,POU5F1,ABCG2
PMID:22989377	(2013) Haem oxygenase-1 overexpression alters intracellular iron distribution.	3	3	2.27	0.45	0.0290	9606.ENSP00000216117,9606.ENSP00000273550,9606.ENSP00000376197	HMOX1,FTH1,TFRC
PMID:24082130	(2013) Selecting antagonistic antibodies that control differentiation through inducible expression in embryonic stem cells.	3	3	2.27	0.45	0.0290	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915	FGF4,NANOG,POU5F1
PMID:17047089	(2007) Transcriptome-based identification of pro- and antioxidative gene expression in kidney cortex of nitric oxide-depleted rats.	3	3	2.27	0.45	0.0290	9606.ENSP00000216117,9606.ENSP00000378517,9606.ENSP00000487363	HMOX1,SPP1,HAVCR1
PMID:17628018	(2007) Zfp206 is a transcription factor that controls pluripotency of embryonic stem cells.	3	3	2.27	0.45	0.0290	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000458879	NANOG,POU5F1,ZSCAN10
PMID:37229485	(2023) The epigenetic regulatory mechanisms of ferroptosis and its implications for biological processes and diseases.	7	110	1.08	0.42	0.0293	9606.ENSP00000216117,9606.ENSP00000368572,9606.ENSP00000376197,9606.ENSP00000444408,9606.ENSP00000449756,9606.ENSP00000477796,9606.ENSP00000484644	HMOX1,SAT1,TFRC,SLC1A5,SLC38A1,GCH1,CHAC1
PMID:35785165	(2022) The Role of Lipid Metabolism in Gastric Cancer.	7	110	1.08	0.42	0.0293	9606.ENSP00000252486,9606.ENSP00000276914,9606.ENSP00000297258,9606.ENSP00000356591,9606.ENSP00000362817,9606.ENSP00000435233,9606.ENSP00000498246	APOE,PLIN2,FABP5,SOAT1,FABP3,TEAD1,ABCG2
PMID:33854877	(2021) Tailor-Made Nanomaterials for Diagnosis and Therapy of Pancreatic Ductal Adenocarcinoma.	7	110	1.08	0.42	0.0293	9606.ENSP00000168712,9606.ENSP00000259915,9606.ENSP00000273550,9606.ENSP00000376197,9606.ENSP00000409544,9606.ENSP00000435534,9606.ENSP00000498246	FGF4,POU5F1,FTH1,TFRC,CLDN4,CCKBR,ABCG2
PMID:36635659	(2023) Unravelling the enigma of siRNA and aptamer mediated therapies against pancreatic cancer.	5	38	1.39	0.43	0.0306	9606.ENSP00000279488,9606.ENSP00000300093,9606.ENSP00000376197,9606.ENSP00000435534,9606.ENSP00000498246	DUSP6,PLK1,TFRC,CCKBR,ABCG2
PMID:37832543	(2023) Complex haploinsufficiency in pluripotent cells yields somatic cells with DNA methylation abnormalities and pluripotency induction defects.	5	38	1.39	0.43	0.0306	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000409544	FGF4,NANOG,POU5F1,GATA2,CLDN4
PMID:35032430	(2022) SARS-CoV-2 infects the human kidney and drives fibrosis in kidney organoids.	6	70	1.21	0.42	0.0306	9606.ENSP00000348838,9606.ENSP00000367817,9606.ENSP00000368632,9606.ENSP00000374309,9606.ENSP00000487363,9606.ENSP00000496870	UBE2C,PODXL,GATA3,LAMA1,HAVCR1,LRP2
PMID:35243244	(2022) Human iPSC-derived renal organoids engineered to report oxidative stress can predict drug-induced toxicity.	5	38	1.39	0.43	0.0306	9606.ENSP00000216117,9606.ENSP00000229307,9606.ENSP00000368632,9606.ENSP00000487363,9606.ENSP00000496870	HMOX1,NANOG,GATA3,HAVCR1,LRP2
PMID:35537047	(2022) Induction of human trophoblast stem-like cells from primed pluripotent stem cells.	5	38	1.39	0.43	0.0306	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000368632,9606.ENSP00000487363,9606.ENSP00000498246	NANOG,POU5F1,GATA3,HAVCR1,ABCG2
PMID:36553040	(2022) Biomarkers in Pulmonary Arterial Hypertension.	5	38	1.39	0.43	0.0306	9606.ENSP00000252486,9606.ENSP00000357392,9606.ENSP00000378517,9606.ENSP00000436607,9606.ENSP00000451040	APOE,EFNA1,SPP1,ADM,PGF
PMID:34636746	(2021) Inhibition of GATA2 in prostate cancer by a clinically available small molecule.	5	38	1.39	0.43	0.0306	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000348838,9606.ENSP00000368632	NANOG,POU5F1,GATA2,UBE2C,GATA3
PMID:34745147	(2021) The Ontogeny and Function of Placental Macrophages.	6	70	1.21	0.42	0.0306	9606.ENSP00000168712,9606.ENSP00000252486,9606.ENSP00000276914,9606.ENSP00000297258,9606.ENSP00000378517,9606.ENSP00000444408	FGF4,APOE,PLIN2,FABP5,SPP1,SLC1A5
